age_group,sex,STATEFIP,bpl,no_mig,prop_pop,prop_mig,origin_original,origin,state_fip,state
15,1,1,105,38,2.6902083495571775e-5,0.16593886462882096,Guam,Guam,01,Alabama
15,1,1,110,80,5.663596525383532e-5,0.041407867494824016,Puerto Rico,Puerto Rico,01,Alabama
15,1,1,150,189,1.3380246791218594e-4,0.12336814621409922,Canada,Canada,01,Alabama
15,1,1,200,2023,0.0014321819713563606,0.07068730563611586,Mexico,Mexico,01,Alabama
15,1,1,210,707,5.005203429307696e-4,0.07542942494398805,Central America,Central America,01,Alabama
15,1,1,260,157,1.1114808181065181e-4,0.07152619589977222,West Indies,West Indies,01,Alabama
15,1,1,300,110,7.787445222402356e-5,0.04380724810832338,SOUTH AMERICA,SOUTH AMERICA,01,Alabama
15,1,1,402,39,2.7610033061244716e-5,1,Iceland,Iceland,01,Alabama
15,1,1,404,82,5.80518643851812e-5,0.5734265734265734,Norway,Norway,01,Alabama
15,1,1,405,38,2.6902083495571775e-5,0.25165562913907286,Sweden,Sweden,01,Alabama
15,1,1,410,16,1.1327193050767063e-5,0.012364760432766615,England,England,01,Alabama
15,1,1,413,31,2.1946436535861187e-5,0.06431535269709543,"United Kingdom, ns",UK,01,Alabama
15,1,1,420,24,1.6990789576150594e-5,0.36923076923076925,Belgium,Belgium,01,Alabama
15,1,1,434,84,5.946776351652708e-5,0.15412844036697249,Italy,Italy,01,Alabama
15,1,1,436,2,1.415899131345883e-6,0.037037037037037035,Portugal,Portugal,01,Alabama
15,1,1,453,713,5.047680403248072e-4,0.09292323732568747,Germany,Germany,01,Alabama
15,1,1,465,350,2.477823479855295e-4,0.33524904214559387,Other USSR/Russia,Russia,01,Alabama
15,1,1,500,354,2.506141462482213e-4,0.10122962539319416,China,China,01,Alabama
15,1,1,502,263,1.861907357719836e-4,0.08185496420790539,Korea,South Korea,01,Alabama
15,1,1,515,170,1.2035142616440005e-4,0.13107170393215112,Philippines,Philippines,01,Alabama
15,1,1,517,10,7.079495656729415e-6,0.01730103806228374,Thailand,Thailand,01,Alabama
15,1,1,518,40,2.831798262691766e-5,0.01653575857792476,Vietnam,Vietnam,01,Alabama
15,1,1,521,149,1.0548448528526828e-4,0.02946993670886076,India,India,01,Alabama
15,1,1,522,43,3.0441831323936484e-5,0.08669354838709678,Iran,Iran,01,Alabama
15,1,1,524,54,3.822927654633884e-5,0.15083798882681565,Nepal,Nepal,01,Alabama
15,1,1,532,18,1.2743092182112946e-5,0.09137055837563451,Iraq,Iraq,01,Alabama
15,1,1,535,24,1.6990789576150594e-5,0.13636363636363635,Jordan,Jordan,01,Alabama
15,1,1,536,58,4.1061074809030605e-5,0.1676300578034682,Kuwait,Kuwait,01,Alabama
15,1,1,542,35,2.477823479855295e-5,0.10144927536231885,Turkey,Turkey,01,Alabama
15,1,1,544,19,1.3451041747785888e-5,0.10052910052910052,Yemen Arab Republic (North),Yemen Arab Republic (North),01,Alabama
15,1,1,600,98,6.937905743594826e-5,0.02388496222276383,AFRICA,AFRICA,01,Alabama
15,1,1,700,39,2.7610033061244716e-5,0.12828947368421054,Australia and New Zealand,Australia,01,Alabama
15,1,1,950,24,1.6990789576150594e-5,1,Other n.e.c.,Other n.e.c.,01,Alabama
15,1,2,100,23,9.368978903503591e-5,0.02354145342886387,American Samoa,American Samoa,02,Alaska
15,1,2,105,95,3.869795634055831e-4,0.2092511013215859,Guam,Guam,02,Alaska
15,1,2,110,368,0.0014990366245605745,0.3898305084745763,Puerto Rico,Puerto Rico,02,Alaska
15,1,2,150,120,4.888162906175786e-4,0.10638297872340426,Canada,Canada,02,Alaska
15,1,2,200,50,2.036734544239911e-4,0.03215434083601286,Mexico,Mexico,02,Alaska
15,1,2,210,33,1.3442447991983414e-4,0.05076923076923077,Central America,Central America,02,Alaska
15,1,2,260,76,3.095836507244665e-4,0.0695970695970696,West Indies,West Indies,02,Alaska
15,1,2,300,48,1.9552651624703146e-4,0.05853658536585366,SOUTH AMERICA,SOUTH AMERICA,02,Alaska
15,1,2,410,41,1.670122326276727e-4,0.09490740740740741,England,England,02,Alaska
15,1,2,453,106,4.3178772337886114e-4,0.08833333333333333,Germany,Germany,02,Alaska
15,1,2,465,91,3.706856870516638e-4,0.08817829457364341,Other USSR/Russia,Russia,02,Alaska
15,1,2,501,123,5.010366978830181e-4,0.14642857142857144,Japan,Japan,02,Alaska
15,1,2,502,70,2.851428361935875e-4,0.062388591800356503,Korea,South Korea,02,Alaska
15,1,2,515,424,0.0017271508935154446,0.06512056519735832,Philippines,Philippines,02,Alaska
15,1,2,517,458,0.0018656488425237586,0.4692622950819672,Thailand,Thailand,02,Alaska
15,1,2,542,28,1.1405713447743502e-4,0.19858156028368795,Turkey,Turkey,02,Alaska
15,1,2,600,21,8.554285085807626e-5,0.017902813299232736,AFRICA,AFRICA,02,Alaska
15,1,2,710,58,2.3626120713182968e-4,0.12663755458515283,Pacific Islands,Pacific Islands,02,Alaska
15,1,4,100,16,7.986558621839444e-6,0.1032258064516129,American Samoa,American Samoa,04,Arizona
15,1,4,105,95,4.74201918171717e-5,0.0921435499515034,Guam,Guam,04,Arizona
15,1,4,110,262,1.307798974326209e-4,0.07009095773140717,Puerto Rico,Puerto Rico,04,Arizona
15,1,4,115,38,1.896807672686868e-5,0.14960629921259844,U.S. Virgin Islands,U.S. Virgin Islands,04,Arizona
15,1,4,150,408,2.0365724485690582e-4,0.04482531311799604,Canada,Canada,04,Arizona
15,1,4,160,17,8.48571853570441e-6,0.1223021582733813,Atlantic Islands,Atlantic Islands,04,Arizona
15,1,4,200,11623,0.005801735678852491,0.05323446431188627,Mexico,Mexico,04,Arizona
15,1,4,210,630,3.144707457349281e-4,0.04569190600522193,Central America,Central America,04,Arizona
15,1,4,250,66,3.294455431508771e-5,0.02654867256637168,Cuba,Cuba,04,Arizona
15,1,4,260,100,4.991599138649653e-5,0.04111842105263158,West Indies,West Indies,04,Arizona
15,1,4,300,343,1.712118504556831e-4,0.04829625457617572,SOUTH AMERICA,SOUTH AMERICA,04,Arizona
15,1,4,400,10,4.991599138649653e-6,0.05319148936170213,Denmark,Denmark,04,Arizona
15,1,4,405,23,1.1480678018894201e-5,0.0575,Sweden,Sweden,04,Arizona
15,1,4,410,173,8.635466509863899e-5,0.061741613133476085,England,England,04,Arizona
15,1,4,411,22,1.0981518105029235e-5,0.052256532066508314,Scotland,Scotland,04,Arizona
15,1,4,413,169,8.435802544317913e-5,0.07341442224152911,"United Kingdom, ns",UK,04,Arizona
15,1,4,421,138,6.888406811336521e-5,0.1013215859030837,France,France,04,Arizona
15,1,4,425,121,6.03983495776608e-5,0.21340388007054673,Netherlands,Netherlands,04,Arizona
15,1,4,426,27,1.3477317674354062e-5,0.12796208530805686,Switzerland,Switzerland,04,Arizona
15,1,4,430,20,9.983198277299306e-6,0.08333333333333333,Albania,Albania,04,Arizona
15,1,4,433,29,1.4475637502083992e-5,0.07213930348258707,Greece,Greece,04,Arizona
15,1,4,434,63,3.144707457349281e-5,0.06422018348623854,Italy,Italy,04,Arizona
15,1,4,438,29,1.4475637502083992e-5,0.03403755868544601,Spain,Spain,04,Arizona
15,1,4,453,481,2.4009591856904828e-4,0.05240793201133145,Germany,Germany,04,Arizona
15,1,4,454,8,3.993279310919722e-6,0.03278688524590164,Hungary,Hungary,04,Arizona
15,1,4,455,38,1.896807672686868e-5,0.025815217391304348,Poland,Poland,04,Arizona
15,1,4,456,10,4.991599138649653e-6,0.00508130081300813,Romania,Romania,04,Arizona
15,1,4,457,133,6.638826854404037e-5,0.057426597582038,Yugoslavia,Yugoslavia,04,Arizona
15,1,4,465,392,1.9567068623506639e-4,0.14065303193397918,Other USSR/Russia,Russia,04,Arizona
15,1,4,500,745,3.718741358293991e-4,0.08160806221930113,China,China,04,Arizona
15,1,4,501,171,8.535634527090906e-5,0.0581039755351682,Japan,Japan,04,Arizona
15,1,4,502,283,1.4126225562378518e-4,0.07308884297520661,Korea,South Korea,04,Arizona
15,1,4,511,25,1.2478997846624132e-5,0.03698224852071006,Cambodia (Kampuchea),Cambodia (Kampuchea),04,Arizona
15,1,4,514,20,9.983198277299306e-6,0.04484304932735426,Malaysia,Malaysia,04,Arizona
15,1,4,515,450,2.2462196123923436e-4,0.053437833986462416,Philippines,Philippines,04,Arizona
15,1,4,516,50,2.4957995693248265e-5,0.058823529411764705,Singapore,Singapore,04,Arizona
15,1,4,517,134,6.688742845790534e-5,0.1054287962234461,Thailand,Thailand,04,Arizona
15,1,4,518,238,1.1880005949986173e-4,0.031034033120354673,Vietnam,Vietnam,04,Arizona
15,1,4,521,435,2.171345625312599e-4,0.022863450015767898,India,India,04,Arizona
15,1,4,522,36,1.796975689913875e-5,0.017249640632486823,Iran,Iran,04,Arizona
15,1,4,524,78,3.893447328146729e-5,0.1511627906976744,Nepal,Nepal,04,Arizona
15,1,4,532,316,1.5773453278132901e-4,0.0721296507646656,Iraq,Iraq,04,Arizona
15,1,4,534,83,4.143027285079212e-5,0.09410430839002268,Israel/Palestine,Israel,04,Arizona
15,1,4,535,28,1.3976477588219028e-5,0.04567699836867863,Jordan,Jordan,04,Arizona
15,1,4,536,205,1.0232778234231788e-4,0.17255892255892255,Kuwait,Kuwait,04,Arizona
15,1,4,540,295,1.4725217459016476e-4,0.1756998213222156,Saudi Arabia,Saudi Arabia,04,Arizona
15,1,4,541,49,2.4458835779383298e-5,0.05077720207253886,Syria,Syria,04,Arizona
15,1,4,543,42,2.096471638232854e-5,0.23863636363636365,United Arab Emirates,UAE,04,Arizona
15,1,4,599,68,3.394287414281764e-5,0.16831683168316833,"Asia, nec/ns","Asia, nec/ns",04,Arizona
15,1,4,600,1097,5.475784255098669e-4,0.08671936758893281,AFRICA,AFRICA,04,Arizona
15,1,4,700,25,1.2478997846624132e-5,0.027262813522355506,Australia and New Zealand,Australia,04,Arizona
15,1,4,710,240,1.1979837932759166e-4,0.19834710743801653,Pacific Islands,Pacific Islands,04,Arizona
15,1,4,950,5,2.4957995693248265e-6,0.0847457627118644,Other n.e.c.,Other n.e.c.,04,Arizona
15,1,5,110,31,3.5844407520850464e-5,0.02587646076794658,Puerto Rico,Puerto Rico,05,Arkansas
15,1,5,150,40,4.625084841400059e-5,0.044101433296582136,Canada,Canada,05,Arkansas
15,1,5,200,1836,0.0021229139422026273,0.05736782902137233,Mexico,Mexico,05,Arkansas
15,1,5,210,722,8.348278138727108e-4,0.07861498257839722,Central America,Central America,05,Arkansas
15,1,5,260,9,1.0406440893150134e-5,0.019823788546255508,West Indies,West Indies,05,Arkansas
15,1,5,300,123,1.4222135887305182e-4,0.10318791946308725,SOUTH AMERICA,SOUTH AMERICA,05,Arkansas
15,1,5,410,15,1.7344068155250224e-5,0.02555366269165247,England,England,05,Arkansas
15,1,5,411,7,8.093898472450104e-6,0.1794871794871795,Scotland,Scotland,05,Arkansas
15,1,5,420,17,1.9656610575950252e-5,0.2698412698412698,Belgium,Belgium,05,Arkansas
15,1,5,425,10,1.1562712103500148e-5,0.11494252873563218,Netherlands,Netherlands,05,Arkansas
15,1,5,434,80,9.250169682800119e-5,0.20100502512562815,Italy,Italy,05,Arkansas
15,1,5,452,9,1.0406440893150134e-5,0.09183673469387756,Czechoslovakia,Czechoslovakia,05,Arkansas
15,1,5,453,302,3.4919390552570447e-4,0.10690265486725664,Germany,Germany,05,Arkansas
15,1,5,455,27,3.12193226794504e-5,0.24107142857142858,Poland,Poland,05,Arkansas
15,1,5,465,32,3.700067873120047e-5,0.1,Other USSR/Russia,Russia,05,Arkansas
15,1,5,500,113,1.3065864676955167e-4,0.05430081691494474,China,China,05,Arkansas
15,1,5,501,133,1.5378407097655196e-4,0.12418300653594772,Japan,Japan,05,Arkansas
15,1,5,502,90,1.0406440893150134e-4,0.09483667017913593,Korea,South Korea,05,Arkansas
15,1,5,515,7,8.093898472450104e-6,0.014256619144602852,Philippines,Philippines,05,Arkansas
15,1,5,517,13,1.5031525734550192e-5,0.03367875647668394,Thailand,Thailand,05,Arkansas
15,1,5,518,41,4.740711962435061e-5,0.02634961439588689,Vietnam,Vietnam,05,Arkansas
15,1,5,521,123,1.4222135887305182e-4,0.025122549019607844,India,India,05,Arkansas
15,1,5,524,67,7.7470171093451e-5,0.2838983050847458,Nepal,Nepal,05,Arkansas
15,1,5,544,22,2.5437966627700328e-5,0.43137254901960786,Yemen Arab Republic (North),Yemen Arab Republic (North),05,Arkansas
15,1,5,600,78,9.018915440730115e-5,0.04785276073619632,AFRICA,AFRICA,05,Arkansas
15,1,5,710,455,5.261034007092568e-4,0.16455696202531644,Pacific Islands,Pacific Islands,05,Arkansas
15,1,6,100,187,1.5330637163415657e-5,0.043277019208516544,American Samoa,American Samoa,06,California
15,1,6,105,556,4.558200140566366e-5,0.061654468840097586,Guam,Guam,06,California
15,1,6,110,515,4.222073871208055e-5,0.0381877502595284,Puerto Rico,Puerto Rico,06,California
15,1,6,115,62,5.0828850488329985e-6,0.05933014354066986,U.S. Virgin Islands,U.S. Virgin Islands,06,California
15,1,6,150,1709,1.401072669105741e-4,0.038239505951848204,Canada,Canada,06,California
15,1,6,200,70548,0.005783667329436619,0.039570350842751775,Mexico,Mexico,06,California
15,1,6,210,15805,0.0012957257773678313,0.04373210110540806,Central America,Central America,06,California
15,1,6,250,205,1.680631346791556e-5,0.024592130518234164,Cuba,Cuba,06,California
15,1,6,260,346,2.8365777853164797e-5,0.02253190935139359,West Indies,West Indies,06,California
15,1,6,299,53,4.345046896583047e-6,0.06347305389221557,"Americas, n.s.","Americas, n.s.",06,California
15,1,6,300,3935,3.225992365670621e-4,0.04339435377150419,SOUTH AMERICA,SOUTH AMERICA,06,California
15,1,6,400,124,1.0165770097665997e-5,0.057998129092609915,Denmark,Denmark,06,California
15,1,6,401,26,2.1315324398331927e-6,0.02702702702702703,Finland,Finland,06,California
15,1,6,402,24,1.9675684059998704e-6,0.04332129963898917,Iceland,Iceland,06,California
15,1,6,404,34,2.787388575166483e-6,0.022516556291390728,Norway,Norway,06,California
15,1,6,405,129,1.0575680182249303e-5,0.029881862404447533,Sweden,Sweden,06,California
15,1,6,410,830,6.804507404082885e-5,0.03512484130342785,England,England,06,California
15,1,6,411,93,7.624327573249498e-6,0.03011658031088083,Scotland,Scotland,06,California
15,1,6,413,884,7.247210295432855e-5,0.03631732467852594,"United Kingdom, ns",UK,06,California
15,1,6,414,39,3.197298659749789e-6,0.0057658190419869896,Ireland,Ireland,06,California
15,1,6,420,56,4.590992947333031e-6,0.02396234488660676,Belgium,Belgium,06,California
15,1,6,421,760,6.230633285666256e-5,0.043685692935563604,France,France,06,California
15,1,6,425,207,1.697027750174888e-5,0.03608157573644762,Netherlands,Netherlands,06,California
15,1,6,426,172,1.4100906909665737e-5,0.05744822979291917,Switzerland,Switzerland,06,California
15,1,6,430,14,1.1477482368332578e-6,0.03943661971830986,Albania,Albania,06,California
15,1,6,433,78,6.394597319499578e-6,0.021606648199445983,Greece,Greece,06,California
15,1,6,434,236,1.934775599233206e-5,0.020047570506286104,Italy,Italy,06,California
15,1,6,436,84,6.886489420999546e-6,0.012402185146906835,Portugal,Portugal,06,California
15,1,6,438,282,2.3118928770498475e-5,0.03657113214887823,Spain,Spain,06,California
15,1,6,450,119,9.75586001308269e-6,0.056720686367969494,Austria,Austria,06,California
15,1,6,451,206,1.688829548483222e-5,0.05548074333423108,Bulgaria,Bulgaria,06,California
15,1,6,452,31,2.5414425244164993e-6,0.013058129738837404,Czechoslovakia,Czechoslovakia,06,California
15,1,6,453,1200,9.837842029999351e-5,0.033147339925970944,Germany,Germany,06,California
15,1,6,454,97,7.952255640916143e-6,0.04431247144814984,Hungary,Hungary,06,California
15,1,6,455,37,3.0333346259164667e-6,0.00703689615823507,Poland,Poland,06,California
15,1,6,456,150,1.2297302537499189e-5,0.01847518167261978,Romania,Romania,06,California
15,1,6,457,281,2.3036946753581814e-05,0.04887806575056532,Yugoslavia,Yugoslavia,06,California
15,1,6,462,55,4.509010930416369e-6,0.07422402159244265,Lithuania,Lithuania,06,California
15,1,6,465,4255,3.488334819803937e-4,0.054131416576553654,Other USSR/Russia,Russia,06,California
15,1,6,499,106,8.690093793166095e-6,0.06187974314068885,"Europe, ns","Europe, ns",06,California
15,1,6,500,12950,0.0010616671190707633,0.047867228505951064,China,China,06,California
15,1,6,501,1860,1.5248655146498996e-4,0.051780295648784835,Japan,Japan,06,California
15,1,6,502,5840,4.787749787933018e-4,0.05482023843048906,Korea,South Korea,06,California
15,1,6,511,537,4.40243430842471e-5,0.03136499036271246,Cambodia (Kampuchea),Cambodia (Kampuchea),06,California
15,1,6,512,534,4.3778397033497117e-5,0.04359183673469388,Indonesia,Indonesia,06,California
15,1,6,513,136,1.1149554300665932e-5,0.007235197105921158,Laos,Laos,06,California
15,1,6,514,234,1.9183791958498735e-5,0.040157885704479146,Malaysia,Malaysia,06,California
15,1,6,515,12993,0.0010651923457981798,0.05182254378372773,Philippines,Philippines,06,California
15,1,6,516,289,2.3692802888915105e-5,0.080456570155902,Singapore,Singapore,06,California
15,1,6,517,762,6.247029689049589e-5,0.03489170749576446,Thailand,Thailand,06,California
15,1,6,518,5512,4.518848772446369e-4,0.031740181964758724,Vietnam,Vietnam,06,California
15,1,6,520,415,3.4022537020414425e-5,0.03652847460610862,Afghanistan,Afghanistan,06,California
15,1,6,521,6875,5.636263663020462e-4,0.029124445046938015,India,India,06,California
15,1,6,522,1700,1.3936942875832415e-4,0.025637932074561137,Iran,Iran,06,California
15,1,6,524,237,1.942973800924872e-5,0.04010152284263959,Nepal,Nepal,06,California
15,1,6,532,1198,9.82144562661602e-5,0.07277366055157332,Iraq,Iraq,06,California
15,1,6,534,665,5.451804124957974e-5,0.04769076305220884,Israel/Palestine,Israel,06,California
15,1,6,535,139,1.1395500351415916e-5,0.02582683017465626,Jordan,Jordan,06,California
15,1,6,536,237,1.942973800924872e-5,0.07337461300309597,Kuwait,Kuwait,06,California
15,1,6,537,104,8.526129759332771e-6,0.008323329331732693,Lebanon,Lebanon,06,California
15,1,6,540,798,6.542164949949569e-5,0.11782075889561494,Saudi Arabia,Saudi Arabia,06,California
15,1,6,541,486,3.984326022149738e-5,0.060148514851485146,Syria,Syria,06,California
15,1,6,542,144,1.1805410435999221e-5,0.01853520401596087,Turkey,Turkey,06,California
15,1,6,543,292,2.393874893966509e-5,0.1453459432553509,United Arab Emirates,UAE,06,California
15,1,6,544,490,4.017118828916402e-5,0.12684442143411856,Yemen Arab Republic (North),Yemen Arab Republic (North),06,California
15,1,6,599,368,3.0169382225331344e-5,0.05189677055422366,"Asia, nec/ns","Asia, nec/ns",06,California
15,1,6,600,3861,3.1653256731522915e-4,0.051236116087423865,AFRICA,AFRICA,06,California
15,1,6,700,570,4.672974964249692e-5,0.04300264051301396,Australia and New Zealand,Australia,06,California
15,1,6,710,965,7.911264632457812e-5,0.06080655324511657,Pacific Islands,Pacific Islands,06,California
15,1,6,950,49,4.017118828916402e-6,0.03684210526315789,Other n.e.c.,Other n.e.c.,06,California
15,1,8,105,64,3.72994064149151e-5,0.0576057605760576,Guam,Guam,08,Colorado
15,1,8,110,204,1.1889185794754188e-4,0.06766169154228856,Puerto Rico,Puerto Rico,08,Colorado
15,1,8,115,30,1.7484096756991454e-5,0.2702702702702703,U.S. Virgin Islands,U.S. Virgin Islands,08,Colorado
15,1,8,150,361,2.103919643091305e-4,0.06024699599465955,Canada,Canada,08,Colorado
15,1,8,200,6259,0.00364776538673365,0.0559378686590641,Mexico,Mexico,08,Colorado
15,1,8,210,806,4.6973939953783706e-4,0.06598444535407286,Central America,Central America,08,Colorado
15,1,8,250,26,1.515288385605926e-5,0.02574257425742574,Cuba,Cuba,08,Colorado
15,1,8,260,129,7.518161605506324e-5,0.05366056572379368,West Indies,West Indies,08,Colorado
15,1,8,300,302,1.7600657402038063e-4,0.04159779614325069,SOUTH AMERICA,SOUTH AMERICA,08,Colorado
15,1,8,400,71,4.137902899154644e-5,0.35148514851485146,Denmark,Denmark,08,Colorado
15,1,8,405,49,2.8557358036419375e-5,0.09919028340080972,Sweden,Sweden,08,Colorado
15,1,8,410,45,2.622614513548718e-5,0.014195583596214511,England,England,08,Colorado
15,1,8,413,110,6.410835477563533e-5,0.03981179876945349,"United Kingdom, ns",UK,08,Colorado
15,1,8,414,14,8.159245153262678e-6,0.026217228464419477,Ireland,Ireland,08,Colorado
15,1,8,420,19,1.107326127942792e-5,0.06354515050167224,Belgium,Belgium,08,Colorado
15,1,8,425,61,3.5550996739215954e-5,0.10252100840336134,Netherlands,Netherlands,08,Colorado
15,1,8,434,226,1.3171352890266894e-4,0.22851365015166836,Italy,Italy,08,Colorado
15,1,8,438,86,5.0121077370042166e-5,0.11300919842312747,Spain,Spain,08,Colorado
15,1,8,451,16,9.324851603728775e-6,0.03773584905660377,Bulgaria,Bulgaria,08,Colorado
15,1,8,453,1007,5.868828478096798e-4,0.07468664243862642,Germany,Germany,08,Colorado
15,1,8,454,21,1.2238867729894017e-5,0.061764705882352944,Hungary,Hungary,08,Colorado
15,1,8,455,12,6.993638702796581e-6,0.011342155009451797,Poland,Poland,08,Colorado
15,1,8,456,29,1.6901293531758405e-5,0.04496124031007752,Romania,Romania,08,Colorado
15,1,8,457,9,5.245229027097436e-6,0.008166969147005444,Yugoslavia,Yugoslavia,08,Colorado
15,1,8,462,14,8.159245153262678e-6,0.10687022900763359,Lithuania,Lithuania,08,Colorado
15,1,8,465,654,3.8115330930241367e-4,0.11067862582501269,Other USSR/Russia,Russia,08,Colorado
15,1,8,500,438,2.5526781265207524e-4,0.07069076823757263,China,China,08,Colorado
15,1,8,501,269,1.5677406758769004e-4,0.09552556818181818,Japan,Japan,08,Colorado
15,1,8,502,282,1.6435050951571966e-4,0.049682875264270614,Korea,South Korea,08,Colorado
15,1,8,511,93,5.420069994667351e-5,0.15245901639344261,Cambodia (Kampuchea),Cambodia (Kampuchea),08,Colorado
15,1,8,514,11,6.410835477563533e-6,0.040892193308550186,Malaysia,Malaysia,08,Colorado
15,1,8,515,179,1.0432177731671567e-4,0.05868852459016394,Philippines,Philippines,08,Colorado
15,1,8,516,16,9.324851603728775e-6,0.09248554913294797,Singapore,Singapore,08,Colorado
15,1,8,517,35,2.0398112883156697e-5,0.02377717391304348,Thailand,Thailand,08,Colorado
15,1,8,518,367,2.1388878366052877e-4,0.05803289057558507,Vietnam,Vietnam,08,Colorado
15,1,8,520,7,4.079622576631339e-6,0.019337016574585635,Afghanistan,Afghanistan,08,Colorado
15,1,8,521,540,3.147137416258462e-4,0.04646360351058337,India,India,08,Colorado
15,1,8,524,137,7.984404185692764e-5,0.06686188384577843,Nepal,Nepal,08,Colorado
15,1,8,532,60,3.496819351398291e-5,0.08633093525179857,Iraq,Iraq,08,Colorado
15,1,8,534,22,1.2821670955127066e-5,0.027603513174404015,Israel/Palestine,Israel,08,Colorado
15,1,8,536,50,2.914016126165242e-5,0.23255813953488372,Kuwait,Kuwait,08,Colorado
15,1,8,537,41,2.3894932234554985e-5,0.1105121293800539,Lebanon,Lebanon,08,Colorado
15,1,8,540,227,1.3229633212790199e-4,0.17776037588097102,Saudi Arabia,Saudi Arabia,08,Colorado
15,1,8,542,9,5.245229027097436e-6,0.018367346938775512,Turkey,Turkey,08,Colorado
15,1,8,599,51,2.972296448688547e-5,0.068,"Asia, nec/ns","Asia, nec/ns",08,Colorado
15,1,8,600,1023,5.962076994134086e-4,0.06595744680851064,AFRICA,AFRICA,08,Colorado
15,1,8,700,292,1.7017854176805015e-4,0.17196702002355713,Australia and New Zealand,Australia,08,Colorado
15,1,9,100,38,3.521172439227344e-5,0.9047619047619048,American Samoa,American Samoa,09,Connecticut
15,1,9,110,2416,0.0022387243718877004,0.08200393727513407,Puerto Rico,Puerto Rico,09,Connecticut
15,1,9,115,25,2.316560815281147e-5,0.08333333333333333,U.S. Virgin Islands,U.S. Virgin Islands,09,Connecticut
15,1,9,150,105,9.729555424180818e-5,0.027365129007036748,Canada,Canada,09,Connecticut
15,1,9,200,883,8.182092799573011e-4,0.055447409733124016,Mexico,Mexico,09,Connecticut
15,1,9,210,778,7.20913725715493e-4,0.04400701397137847,Central America,Central America,09,Connecticut
15,1,9,260,1943,0.0018004310656365074,0.07166832650953488,West Indies,West Indies,09,Connecticut
15,1,9,299,66,6.115720552342228e-5,0.3905325443786982,"Americas, n.s.","Americas, n.s.",09,Connecticut
15,1,9,300,1414,0.0013102467971230168,0.041576007056748014,SOUTH AMERICA,SOUTH AMERICA,09,Connecticut
15,1,9,402,50,4.633121630562294e-5,0.5882352941176471,Iceland,Iceland,09,Connecticut
15,1,9,405,28,2.5945481131148848e-5,0.25225225225225223,Sweden,Sweden,09,Connecticut
15,1,9,410,306,2.835470437904124e-4,0.11683848797250859,England,England,09,Connecticut
15,1,9,413,231,2.1405021933197798e-4,0.09192200557103064,"United Kingdom, ns",UK,09,Connecticut
15,1,9,420,68,6.30104541756472e-5,0.3090909090909091,Belgium,Belgium,09,Connecticut
15,1,9,421,26,2.4092232478923928e-5,0.02017067494181536,France,France,09,Connecticut
15,1,9,426,71,6.579032715398457e-5,0.19505494505494506,Switzerland,Switzerland,09,Connecticut
15,1,9,430,147,1.3621377593853144e-4,0.08002177463255307,Albania,Albania,09,Connecticut
15,1,9,433,75,6.949682445843441e-5,0.04539951573849879,Greece,Greece,09,Connecticut
15,1,9,434,73,6.764357580620949e-5,0.02876280535855004,Italy,Italy,09,Connecticut
15,1,9,436,21,1.9459110848361636e-5,0.00625,Portugal,Portugal,09,Connecticut
15,1,9,438,42,3.891822169672327e-5,0.06593406593406594,Spain,Spain,09,Connecticut
15,1,9,451,11,1.0192867587237048e-5,0.04198473282442748,Bulgaria,Bulgaria,09,Connecticut
15,1,9,452,17,1.57526135439118e-5,0.047752808988764044,Czechoslovakia,Czechoslovakia,09,Connecticut
15,1,9,453,224,2.0756384904919078e-4,0.08539839878002288,Germany,Germany,09,Connecticut
15,1,9,455,156,1.4455339487354357e-4,0.019364448857994043,Poland,Poland,09,Connecticut
15,1,9,456,12,1.1119491913349506e-5,0.013937282229965157,Romania,Romania,09,Connecticut
15,1,9,457,215,1.9922423011417865e-4,0.07989594946116685,Yugoslavia,Yugoslavia,09,Connecticut
15,1,9,461,46,4.2624719001173104e-5,0.39316239316239315,Latvia,Latvia,09,Connecticut
15,1,9,462,27,2.5018856805036388e-5,0.20610687022900764,Lithuania,Lithuania,09,Connecticut
15,1,9,465,508,4.7072515766512907e-4,0.14103275957801223,Other USSR/Russia,Russia,09,Connecticut
15,1,9,500,459,4.253205656856186e-4,0.05268595041322314,China,China,09,Connecticut
15,1,9,501,217,2.0107747876640356e-4,0.21656686626746507,Japan,Japan,09,Connecticut
15,1,9,502,321,2.9744640868209927e-4,0.11626222383194494,Korea,South Korea,09,Connecticut
15,1,9,511,36,3.335847574004852e-5,0.05164992826398852,Cambodia (Kampuchea),Cambodia (Kampuchea),09,Connecticut
15,1,9,515,113,1.0470854885070784e-4,0.0353566958698373,Philippines,Philippines,09,Connecticut
15,1,9,517,159,1.4733326785188095e-4,0.4818181818181818,Thailand,Thailand,09,Connecticut
15,1,9,518,64,5.930395687119737e-5,0.030505243088655862,Vietnam,Vietnam,09,Connecticut
15,1,9,520,15,1.3899364891686882e-5,0.04716981132075472,Afghanistan,Afghanistan,09,Connecticut
15,1,9,521,802,7.43152709542192e-4,0.03784625548581945,India,India,09,Connecticut
15,1,9,524,25,2.316560815281147e-5,0.06493506493506493,Nepal,Nepal,09,Connecticut
15,1,9,531,18,1.667923787002426e-5,0.375,Cyprus,Cyprus,09,Connecticut
15,1,9,534,116,1.0748842182904523e-4,0.2140221402214022,Israel/Palestine,Israel,09,Connecticut
